StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1. Metadata_Browser,Q1. Metadata_Version,Q1. Metadata_Operating System,Q1. Metadata_Resolution,Q2. Time_First Click,Q2. Time_Last Click,Q2. Time_Page Submit,Q2. Time_Click Count,Q3. Consent,"Q10. GS1, Time_First Click","Q10. GS1, Time_Last Click","Q10. GS1, Time_Page Submit","Q10. GS1, Time_Click Count","Q12. GS1, Option","Q13. GS1, Rating","Q13. GS1, Rationale","Q10. GS2, Time_First Click","Q10. GS2, Time_Last Click","Q10. GS2, Time_Page Submit","Q10. GS2, Time_Click Count","Q12. GS2, Option","Q13. GS2, Rating","Q14. GS2, Rationale","Q10. GS3, Time_First Click","Q10. GS3, Time_Last Click","Q10. GS3, Time_Page Submit","Q10. GS3, Time_Click Count","Q12. GS3, Option.","Q13. GS3, Rating","Q14. GS3, Rationle","Q10. LS1, Time_First Click","Q10. LS1, Time_Last Click","Q10. LS1, Time_Page Submit","Q10. LS1, Time_Click Count","Q12. LS1, Option","Q13. LS1, Rating","Q14. LS1, Rationale","Q10. LS2, Time_First Click","Q10. LS2, Time_Last Click","Q10. LS2, Time_Page Submit","Q10. LS2, Time_Click Count","Q12. LS2, Option","Q13. LS2, Rating","Q14. LS2, Rationale","Q10. LS3, Time_First Click","Q10. LS3, Time_Last Click","Q10. LS3, Time_Page Submit","Q10. LS3, Time_Click Count","Q12. LS3, Option","Q13. LS3, Rating","Q14. LS3, Rationale",Q34_First Click,Q34_Last Click,Q34_Page Submit,Q34_Click Count,Q. NEP_1,Q. NEP_2,Q. NEP_3,Q. NEP_4,Q. NEP_5,Q. NEP_6,Q. NEP_7,Q. NEP_8,Q. NEP_9,"Q4. Dem, Time1_First Click","Q4. Dem, Time1_Last Click","Q4. Dem, Time1_Page Submit","Q4. Dem, Time1_Click Count",Q5. Age,Q6. Gender,Q6. Gender_4_TEXT,Q8. Ethnicity,Q8. Ethnicity_6_TEXT,"Q7. Dem, Time2_First Click","Q7. Dem, Time2_Last Click","Q7. Dem, Time2_Page Submit","Q7. Dem, Time2_Click Count",Q9. Education,Q10. Country,Q10. Student,Q91,Q63,Condition
7/17/23 14:57,7/17/23 15:00,IP Address,100,127,TRUE,7/17/23 15:00,R_1FfDJHDMW1HyDAJ,anonymous,EN,0.899999976,Chrome,114.0.0.0,Macintosh,1440x900,3.601,3.601,4.546,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.572,56.728,67.283,4,Proposal B,5: Slight Preference for Proposal B,at least people still have a chance to survive,3.603,11.993,13.41,10,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,,2: Somewhat Agree,3: Neutral,3: Neutral,3: Neutral,1.486,1.486,2.774,1,25 - 34 years old,Female,,Asian,,2.309,9.242,11.134,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Thailand,Yes,No,Yes,5
7/17/23 17:04,7/17/23 17:07,IP Address,100,133,TRUE,7/17/23 17:07,R_0xlEfSFhuktq8k9,anonymous,EN,0.899999976,Chrome,114.0.5735.196,Android 13,360x780,4.082,5.909,6.397,4,"Yes, I provide my consent and want to take part.",3.027,51.903,55.597,23,Proposal A,2: Preference for Proposal A,Better to save 300 than none at all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.188,25.032,25.501,17,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,1.191,2.197,2.978,3,35 - 44 years old,Female,,White or Caucasian,,2.001,7.074,7.801,5,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",Australia,Yes,No,Yes,0
7/17/23 18:29,7/17/23 18:41,IP Address,100,744,TRUE,7/17/23 18:41,R_3MPBC0Rjv0fEcSk,anonymous,EN,0.699999988,Chrome,107.0.0.0,Windows NT 10.0,1607x809,19.317,41.829,43.435,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,3.233,380.396,381.864,8,Proposal A,2: Preference for Proposal A,Plan A guarantees a third of the survivors,,,,,,,,,,,,,,,,,,,,,,2.738,50.514,52.159,12,3: Neutral,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3.819,3.819,5.571,1,35 - 44 years old,Male,,White or Caucasian,,9.223,53.382,56.786,3,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,2
7/17/23 18:39,7/17/23 18:42,IP Address,100,174,TRUE,7/17/23 18:42,R_2AQYt1xtr4B3RNG,anonymous,EN,0.899999976,Safari,537.36,Android 10,360x748,11.671,12.986,13.941,4,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.962,52.516,52.531,20,Proposal A,5: Slight Preference for Proposal B,,1.157,9.589,10.363,14,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.587,4.295,4.782,3,18 - 24 years old,Male,,White or Caucasian,,1.978,43.854,44.384,9,Bachelor's degree,The United States,No,Yes,Yes,5
7/17/23 19:52,7/17/23 19:59,IP Address,100,451,TRUE,7/17/23 19:59,R_10T9Z2fjOg0IFMO,anonymous,EN,0.400000006,Chrome,109.0.5414.86,Android 10,360x800,11.588,17.314,18.926,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.656,35.488,64.701,18,Proposal A,1: Strong Preference for Proposal A,Because we still have to leave some trees for them to grow.,,,,,,,,0.992,25.033,26.018,20,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,16.326,17.177,17.601,2,25 - 34 years old,Female,,Asian,,2.451,18.9,20.5,7,Associates or technical degree,The United States,No,Yes,Yes,4
7/17/23 19:58,7/17/23 20:04,IP Address,100,328,TRUE,7/17/23 20:04,R_zUrCUUJg0igxJxn,anonymous,EN,1,Chrome,100.0.4896.60,Windows NT 6.1,1920x1080,4.917,7.821,8.595,2,"Yes, I provide my consent and want to take part.",29.352,116.271,117.38,9,Proposal A,7: Strong Preference for Proposal B,"All living things have the right to live, as long as they can survive is basic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.517,40.101,40.554,11,4: Somewhat Disagree,3: Neutral,"1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree",2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",2.594,3.394,3.774,2,25 - 34 years old,Male,,White or Caucasian,,2.819,19.938,20.694,5,Associates or technical degree,America,No,Yes,Yes,0
7/17/23 20:26,7/17/23 20:31,IP Address,100,291,TRUE,7/17/23 20:31,R_3PYzBiq8hsa4ZGx,anonymous,EN,0.400000006,Chrome,106.0.0.0,Windows NT 6.1,1920x1080,25.307,25.307,35.226,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,56.265,72.765,75.938,4,Proposal B,6: Preference for Proposal B,none,,,,,,,,,,,,,,,7.554,26.57,27.368,9,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,"1: Strongly
Agree",,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,1.929,1.929,2.894,1,35 - 44 years old,Male,,Black/African/Caribbean,,5.298,32.545,34.094,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,Yes,Yes,Yes,3
7/17/23 20:35,7/17/23 20:41,IP Address,100,374,TRUE,7/17/23 20:41,R_1zucqQ9Tg9JbBW9,anonymous,EN,1,Chrome,100.0.4896.60,Macintosh,1920x1080,12.865,12.865,34.23,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.61,155.13,156.917,3,Proposal A,3: Slight Preference for Propsal A,The risks of Plan B are large and unbearable,23.377,30.026,31.173,11,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",5.281,5.281,6.277,1,35 - 44 years old,Male,,White or Caucasian,,7.19,32.382,33.465,4,Bachelor's degree,America,No,Yes,Yes,5
7/17/23 20:51,7/17/23 20:53,IP Address,100,155,TRUE,7/17/23 20:53,R_12GuOUXGXkRDMQI,anonymous,EN,0.800000012,Chrome,92.0.4515.105,Android 10,360x748,16.067,17.832,18.409,4,"Yes, I provide my consent and want to take part.",1.71,7.932,8.463,9,Proposal A,2: Preference for Proposal A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,12.915,15.048,16,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,3: Neutral,,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,1.589,2.644,3.081,3,25 - 34 years old,Male,,White or Caucasian,,4.942,41.74,42.394,7,Bachelor's degree,USA,No,Yes,Yes,0
7/17/23 20:00,7/17/23 21:13,IP Address,100,4378,TRUE,7/17/23 21:13,R_UWsvAfbMy0ifixj,anonymous,EN,0.800000012,Chrome,109.0.5414.86,Android 10,360x800,10.783,23.098,25.809,10,"Yes, I provide my consent and want to take part.",,,,,,,,22.04,74.979,75.957,32,Proposal A,1: Strong Preference for Proposal A,Can't all,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.058,24.211,24.897,26,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,7.538,8.889,9.4,3,25 - 34 years old,Male,,Asian,,4.4,13.297,14.166,7,Associates or technical degree,加州,No,Yes,Yes,1
7/17/23 21:10,7/17/23 21:20,IP Address,100,558,TRUE,7/17/23 21:20,R_2PBtECAwgoDDRKE,anonymous,EN,0,Chrome,103.0.0.0,Macintosh,1536x864,22.206,22.206,23.128,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.307,188.498,197.731,5,Proposal A,5: Slight Preference for Proposal B,Probability problem B is so small that if you choose A you will at least keep the trees and if you choose B the trees will almost always be cut down,,,,,,,,73.698,153.415,155.906,10,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",6.998,6.998,8.085,1,18 - 24 years old,Male,,White or Caucasian,,8.35,47.062,48.699,5,Associates or technical degree,America,No,Yes,Yes,4
7/17/23 21:11,7/17/23 21:21,IP Address,100,608,TRUE,7/17/23 21:22,R_2SqRr4Ik7Xt180F,anonymous,EN,0.800000012,Chrome,95.0.864.111,Macintosh,1536x864,17.154,17.154,17.97,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,167.044,340.468,341.557,6,Proposal A,2: Preference for Proposal A,"Because there is only a 1% chance of choosing b, although only 300 people in A can still plant trees",,,,,,,,,,,,,,,,,,,,,,32.522,58.751,59.633,8,3: Neutral,3: Neutral,3: Neutral,3: Neutral,,3: Neutral,3: Neutral,3: Neutral,3: Neutral,8.161,8.161,9.415,1,18 - 24 years old,Male,,White or Caucasian,,5.264,53.625,55.451,15,Associates or technical degree,Florida,No,Yes,Yes,2
7/17/23 21:14,7/17/23 21:22,IP Address,100,505,TRUE,7/17/23 21:22,R_2EB4Tgvzsa5wMDH,anonymous,EN,0.699999988,Chrome,98.0.4758.102,Android 12,360x800,4.648,18.71,20.267,4,"Yes, I provide my consent and want to take part.",,,,,,,,0.795,4.801,10.334,6,Proposal A,1: Strong Preference for Proposal A,absence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,6.641,7.608,12,3: Neutral,2: Somewhat Agree,3: Neutral,3: Neutral,,2: Somewhat Agree,3: Neutral,3: Neutral,4: Somewhat Disagree,0.601,1.632,2.262,2,25 - 34 years old,Female,,Black/African/Caribbean,,0.687,9.3,9.918,6,Completed high school / secondary school,United States,No,No,Yes,1
7/17/23 22:41,7/17/23 22:46,IP Address,100,299,TRUE,7/17/23 22:46,R_OwiKJtRbkM2WaY1,anonymous,EN,0.699999988,Safari,537.36,Android 9,360x760,10.651,11.66,12.666,3,"Yes, I provide my consent and want to take part.",,,,,,,,1.197,21.706,31.65,14,Proposal B,6: Preference for Proposal B,my use feel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.148,22.862,23.339,22,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",1.1,2.711,3.501,2,35 - 44 years old,Female,,White or Caucasian,,16.096,25.228,25.617,8,Associates or technical degree,America,No,Yes,Yes,1
7/17/23 22:48,7/17/23 22:58,IP Address,100,598,TRUE,7/17/23 22:58,R_1gnCwFEmIOM8IJx,anonymous,EN,1,Safari iPhone,14.1.1,iPhone,390x844,30.181,31.122,32.086,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,2.806,137.374,140.093,18,Proposal A,4: No Preference for Proposal A or B,It feels the same.,,,,,,,,,,,,,,,,,,,,,,5.781,26.425,27.524,25,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",0.984,3.58,4.18,6,18 - 24 years old,Female,,White or Caucasian,,2.249,14.382,14.994,9,Completed high school / secondary school,USA,No,I'm not sure,Yes,2
7/17/23 22:44,7/17/23 23:10,IP Address,100,1555,TRUE,7/17/23 23:10,R_3Gq8E5G6F4iA11R,anonymous,EN,0.699999988,Safari,537.36,Android 13,393x895,27.844,29.145,31.29,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.688,113.697,115.818,23,Proposal A,3: Slight Preference for Propsal A,It's hard to comment,1.809,54.504,55.447,18,3: Neutral,4: Somewhat Disagree,4: Somewhat Disagree,3: Neutral,,3: Neutral,2: Somewhat Agree,4: Somewhat Disagree,"5: Strongly
Disagree",3.204,3.204,4.535,1,25 - 34 years old,Male,,White or Caucasian,,2.887,54.781,55.586,12,Prefer not to say,United States,Yes,I'm not sure,Yes,5
7/17/23 23:07,7/17/23 23:17,IP Address,100,601,TRUE,7/17/23 23:17,R_1pEcaHA7tW3qK4Q,anonymous,EN,1,Chrome,108.0.0.0,Windows NT 10.0,1440x752,18.896,48.029,54.138,9,"Yes, I provide my consent and want to take part.",2.959,99.415,100.879,14,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.07,144.932,146.909,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",5.908,5.908,9.392,1,25 - 34 years old,Male,,White or Caucasian,,49.998,77.618,92.231,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,0
7/17/23 23:30,7/17/23 23:32,IP Address,100,105,TRUE,7/17/23 23:32,R_WfhjAfmyx5KpXMZ,anonymous,EN,0.400000006,Chrome,108.0.0.0,Windows NT 6.3,1920x1080,13.054,13.054,13.811,1,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.857,21.632,24.068,2,Proposal A,2: Preference for Proposal A,,,,,,,,,2.156,8.475,9.816,9,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",3: Neutral,2.137,2.137,3.598,1,35 - 44 years old,Male,,White or Caucasian,,2.057,12.105,13.302,4,Associates or technical degree,Amrican,No,Yes,Yes,4
7/17/23 23:07,7/17/23 23:35,IP Address,100,1712,TRUE,7/17/23 23:35,R_2wtPqMnzDGKmqaq,anonymous,EN,0.899999976,Chrome,108.0.0.0,Windows NT 10.0,1440x752,19.005,48.243,54.352,9,"Yes, I provide my consent and want to take part.",5.101,101.527,102.891,15,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.06,109.295,111.272,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",5.98,5.98,9.208,1,25 - 34 years old,Female,,White or Caucasian,,51.41,79.143,93.638,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,0
7/17/23 23:07,7/17/23 23:36,IP Address,100,1732,TRUE,7/17/23 23:36,R_wTuxf67I9UgpXgZ,anonymous,EN,0.699999988,Chrome,108.0.0.0,Windows NT 10.0,1440x752,10.029,43.375,45.366,10,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.596,102.05,103.426,19,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,5.392,145.255,147.31,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",4.462,4.462,7.812,1,25 - 34 years old,Female,,White or Caucasian,,51.54,79.159,93.727,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,4
7/17/23 23:07,7/17/23 23:36,IP Address,100,1775,TRUE,7/17/23 23:36,R_3q8AiYoE5681AKV,anonymous,EN,0.899999976,Chrome,108.0.0.0,Windows NT 10.0,1440x752,15.934,49.742,51.157,10,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,5.16,101.61,102.987,14,Proposal B,6: Preference for Proposal B,Hopefully more animals will survive,,,,,,,,,,,,,,,4.645,111.162,113.277,9,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",6.217,6.217,9.57,1,25 - 34 years old,Male,,White or Caucasian,,50.329,78.063,92.633,4,"Graduate or professional degree (MA, MS, MBA, PHd, JD, MD, etc.)",America,No,Yes,Yes,3
7/17/23 23:38,7/17/23 23:40,IP Address,100,163,TRUE,7/17/23 23:40,R_3dYBRsnR4sMWKqA,anonymous,EN,0.899999976,Chrome,79.0.3945.116,Android 9,360x800,7.406,8.563,9.263,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,1.988,19.44,40.28,11,Proposal A,1: Strong Preference for Proposal A,Survival rate is higher than B,,,,,,,,,,,,,,,,,,,,,,1.29,11.485,12.301,14,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,6.004,7.415,8.001,2,18 - 24 years old,Female,,Black/African/Caribbean,,1.953,25.428,26.561,8,Some high school / secondary school or less,London,Yes,Yes,,2
7/17/23 23:39,7/17/23 23:42,IP Address,100,192,TRUE,7/17/23 23:42,R_1CgueOjgTYGxOkq,anonymous,EN,1,Chrome,106.0.0.0,Windows NT 10.0,1920x1080,124.555,124.555,125.479,1,"Yes, I provide my consent and want to take part.",,,,,,,,3.2,15.042,17.598,3,Proposal A,3: Slight Preference for Propsal A,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.987,5.724,6.335,9,3: Neutral,2: Somewhat Agree,3: Neutral,4: Somewhat Disagree,,3: Neutral,3: Neutral,2: Somewhat Agree,3: Neutral,0.594,0.594,1.814,1,25 - 34 years old,Male,,White or Caucasian,,0.58,4.74,4.742,3,Associates or technical degree,,Yes,Yes,Yes,1
7/17/23 23:41,7/17/23 23:43,IP Address,100,110,TRUE,7/17/23 23:43,R_2y2a7kh1IGUV8M3,anonymous,EN,0.899999976,Chrome,79.0.3945.116,Android 9,360x800,5.16,6.316,6.898,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,0.831,6.015,28.036,10,Proposal A,2: Preference for Proposal A,Many will survive,,,,,,,,,,,,,,,1.086,10.087,10.584,18,2: Somewhat Agree,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,,3: Neutral,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,1.067,5.145,5.819,4,25 - 34 years old,Female,,White or Caucasian,,1.131,16.283,16.828,11,Bachelor's degree,Cambridge,No,Yes,,3
7/18/23 0:12,7/18/23 0:17,IP Address,100,251,TRUE,7/18/23 0:17,R_3kGQIbfu9gB5AUa,anonymous,EN,0.899999976,Chrome,99.0.4844.88,Android 12,360x800,30.882,35.922,36.652,9,"Yes, I provide my consent and want to take part.",,,,,,,,3.813,48.3,90.663,19,Proposal A,3: Slight Preference for Propsal A,At least 300 trees can be kept to avoid it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.623,28.744,29.295,18,3: Neutral,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,2.1,3.195,3.401,3,25 - 34 years old,Female,,White or Caucasian,,3.209,15.781,16.25,12,Bachelor's degree,New York,No,I'm not sure,Yes,1
7/18/23 0:25,7/18/23 0:28,IP Address,100,158,TRUE,7/18/23 0:28,R_cPg4ASMvirqTaQV,anonymous,EN,0.899999976,Chrome,87.0.4280.141,Android 11,360x800,13.4,14.219,15.209,2,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.321,10.205,10.242,10,Proposal A,5: Slight Preference for Proposal B,,2.006,6.501,7.259,14,4: Somewhat Disagree,4: Somewhat Disagree,4: Somewhat Disagree,"5: Strongly
Disagree",,"5: Strongly
Disagree","5: Strongly
Disagree",4: Somewhat Disagree,4: Somewhat Disagree,0.992,1.817,2.168,3,18 - 24 years old,Male,,White or Caucasian,,1.901,20.657,20.906,8,Bachelor's degree,United States of America,Yes,Yes,Yes,5
7/18/23 0:28,7/18/23 0:31,IP Address,100,176,TRUE,7/18/23 0:31,R_C3otmMEZ2TRXbIl,anonymous,EN,,Chrome,78.0.3904.96,Android 11,360x800,30.697,31.735,32.183,2,"Yes, I provide my consent and want to take part.",1.05,5.435,61.112,9,Proposal A,6: Preference for Proposal B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.123,9.745,10.425,15,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2: Somewhat Agree,,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,2: Somewhat Agree,1.214,1.692,2.174,2,25 - 34 years old,Male,,White or Caucasian,,1.208,16.1,16.816,5,Bachelor's degree,United States of America,Yes,Yes,Yes,0
7/18/23 0:26,7/18/23 0:52,IP Address,100,1554,TRUE,7/18/23 0:52,R_3emKJ6068YOJTTZ,anonymous,EN,0.899999976,Chrome,90.0.4430.61,Windows,355x793,38.446,106.336,107.257,7,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.356,475.672,582.147,51,Proposal A,3: Slight Preference for Propsal A,Proposal B has a probability of clearing all trees over 50.,,,,,,,,1.613,223.447,224.676,22,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree","1: Strongly
Agree",,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,1.459,33.944,34.573,6,25 - 34 years old,Male,,White or Caucasian,,3.479,155.779,156.893,11,Completed high school / secondary school,United States of America,No,I'm not sure,Yes,4
7/18/23 0:52,7/18/23 0:57,IP Address,100,280,TRUE,7/18/23 0:57,R_yqGQtJCNm7Kybi9,anonymous,EN,0.899999976,Chrome,98.0.4758.102,Android 13,393x851,9.995,11.18,12.412,3,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,2.406,79.719,80.355,22,Proposal B,5: Slight Preference for Proposal B,emm,,,,,,,,,,,,,,,2.806,9.821,10.566,15,4: Somewhat Disagree,2: Somewhat Agree,"5: Strongly
Disagree",3: Neutral,,"5: Strongly
Disagree",4: Somewhat Disagree,3: Neutral,2: Somewhat Agree,0.5,1.579,2.215,3,25 - 34 years old,Female,,White or Caucasian,,1.401,9.706,10.606,8,Bachelor's degree,US,No,Yes,Yes,3
7/18/23 1:20,7/18/23 1:29,IP Address,100,543,TRUE,7/18/23 1:29,R_2QuDRxDflkfBBeT,anonymous,EN,0.699999988,Chrome,106.0.0.0,Windows NT 10.0,1536x864,223.559,227.646,228.911,2,"Yes, I provide my consent and want to take part.",,,,,,,,109.103,217.117,219.362,10,Proposal A,2: Preference for Proposal A,Option A ensures that at least 300 trees are protected. This scheme provides a definitive solution that ensures the preservation of a portion of the trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.497,30.249,31.069,8,2: Somewhat Agree,"1: Strongly
Agree",2: Somewhat Agree,"1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",2.068,2.068,3.049,1,25 - 34 years old,Male,,White or Caucasian,,2.057,17.377,18.304,3,Associates or technical degree,America,No,No,Yes,1
7/18/23 1:40,7/18/23 1:51,IP Address,100,659,TRUE,7/18/23 1:51,R_1mW6PdwEs8r1TXv,anonymous,EN,0.899999976,Safari,537.36,Android 12,360x803,10.858,50.07,50.986,5,"Yes, I provide my consent and want to take part.",16.615,122.52,123.289,15,Proposal B,6: Preference for Proposal B,Oil spill is related to the industrial chain.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.637,75.95,76.485,17,3: Neutral,"1: Strongly
Agree","5: Strongly
Disagree","1: Strongly
Agree",,"1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree","1: Strongly
Agree",6.903,11.125,12.702,2,18 - 24 years old,Prefer not to say,,White or Caucasian,,14.304,50.382,54.307,8,Completed high school / secondary school,United States of America,Yes,I'm not sure,Yes,0
7/18/23 2:01,7/18/23 2:05,IP Address,100,239,TRUE,7/18/23 2:05,R_2y4asQP1DyBe3XH,anonymous,EN,0.899999976,Safari,537.36,Android 11,360x780,9.851,66.787,67.387,5,"Yes, I provide my consent and want to take part.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.762,23.409,23.409,11,Proposal A,2: Preference for Proposal A,,1.27,31.448,32.385,15,2: Somewhat Agree,2: Somewhat Agree,2: Somewhat Agree,"1: Strongly
Agree",,2: Somewhat Agree,3: Neutral,2: Somewhat Agree,"1: Strongly
Agree",1.271,3.353,4.178,2,25 - 34 years old,Female,,Asian,,1.704,16.867,17.302,8,Some high school / secondary school or less,United States of America,No,I'm not sure,Yes,5
